event_ordinal,partition,seq,event_key,lost_global_id,cand_global_id,lost_local_id_present,cand_local_id_present,runtime_coordinates_available,runtime_dist_h,runtime_ema_lost,runtime_ema_cand,offline_pair_status,frozen_coordinate_pair_available,classification,reason
425,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|703|727,703,727,True,True,True,1.593362093,54.5918083191,65.9275283813,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
426,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|703|728,703,728,True,True,True,12.2232751846,54.8012924194,69.9862594604,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
427,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|703|730,703,730,True,True,True,2.255764246,56.3688049316,71.0615692139,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
428,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|703|731,703,731,True,True,True,11.9206342697,56.3688049316,38.2633285522,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
429,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|703|732,703,732,True,True,True,1.9002270699,56.7107849121,69.6080474854,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
430,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|704|712,704,712,True,True,True,2.180644989,58.4709854126,51.2615814209,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
431,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|704|713,704,713,True,True,True,0.3707676232,58.4709854126,60.0078735352,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
432,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|704|714,704,714,True,True,True,0.5219564438,58.4709854126,60.6047401428,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
433,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|704|718,704,718,True,True,True,13.642996788,58.7564849854,63.8590621948,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
434,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|705|707,705,707,True,True,True,14.6727209091,57.4138755798,59.4815101624,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
435,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|705|708,705,708,True,True,True,0.6995066404,57.4138755798,56.8765792847,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
436,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|705|709,705,709,True,True,True,16.2970657349,57.4138755798,89.5186843872,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
437,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|705|710,705,710,True,True,True,1.9163595438,57.4138755798,56.3635673523,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
438,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|705|711,705,711,True,True,True,1.723913312,57.4138755798,61.9334564209,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
439,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|705|712,705,712,True,True,True,4.2417616844,57.4138755798,51.2615814209,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
440,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|705|713,705,713,True,True,True,2.2562770844,57.4138755798,60.0078735352,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
441,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|705|714,705,714,True,True,True,2.3912746906,57.4138755798,60.6047401428,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
442,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|705|715,705,715,True,True,True,6.5989055634,57.4138755798,45.2735137939,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
443,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|705|716,705,716,True,True,True,17.594587326,57.4138755798,58.3278770447,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
444,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|706|707,706,707,True,True,True,4.5951910019,88.5931854248,59.4815101624,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
445,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|706|708,706,708,True,True,True,15.885225296,88.5931854248,56.8765792847,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
446,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|706|709,706,709,True,True,True,0.0815621912,88.5931854248,89.5186843872,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
447,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|706|710,706,710,True,True,True,14.9897565842,88.5931854248,56.3635673523,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
448,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|706|711,706,711,True,True,True,14.5202817917,88.5931854248,61.9334564209,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
449,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|706|713,706,713,True,True,True,14.3094873428,88.5931854248,60.0078735352,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
450,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|706|714,706,714,True,True,True,14.1407413483,88.5931854248,60.6047401428,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
451,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|706|716,706,716,True,True,True,2.4485604763,88.5931854248,58.3278770447,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
452,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|708|713,708,713,True,True,True,0.471321404,56.3476219177,60.0078735352,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
453,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|708|714,708,714,True,True,True,0.6257920265,56.3476219177,60.6047401428,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
454,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|708|715,708,715,True,True,True,4.5814204216,56.3476219177,45.2735137939,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
455,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|708|721,708,721,True,True,True,15.4822425842,58.654083252,62.5588951111,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
456,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|708|727,708,727,True,True,True,0.4906663895,59.6984138489,65.9275283813,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
457,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|708|728,708,728,True,True,True,13.8660440445,59.6984138489,69.9862594604,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
458,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|711|717,711,717,True,True,True,0.0090227146,59.9431877136,67.9990615845,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
459,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|714|726,714,726,True,True,True,0.5063149929,62.5495605469,62.0318717957,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
460,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|714|727,714,727,True,True,True,0.3824403584,62.5495605469,65.9275283813,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
461,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|714|728,714,728,True,True,True,13.5354633331,62.5495605469,69.9862594604,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
462,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|714|729,714,729,True,True,True,14.3092069626,62.5495605469,37.145160675,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
463,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|715|728,715,728,True,True,True,11.1370725632,50.5344009399,69.9862594604,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
464,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|715|729,715,729,True,True,True,11.1152429581,50.5344009399,37.145160675,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
465,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|715|730,715,730,True,True,True,3.7181634903,51.1297683716,71.0615692139,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
466,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|715|731,715,731,True,True,True,10.7543678284,51.1297683716,38.2633285522,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
467,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|715|733,715,733,True,True,True,3.0918564796,53.40625,72.8325271606,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
468,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|716|722,716,722,True,True,True,1.1092735529,60.4490280151,66.468460083,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
469,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|716|723,716,723,True,True,True,15.2134904861,60.4490280151,70.0626068115,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
470,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|716|724,716,724,True,True,True,15.4910640717,60.4490280151,65.4395751953,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
471,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|716|727,716,727,True,True,True,14.1805868149,61.0160598755,65.9275283813,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
472,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|716|728,716,728,True,True,True,0.4221940637,61.0160598755,69.9862594604,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
473,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|719|720,719,720,True,True,True,0.1952732354,61.289516449,60.8260002136,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
474,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|719|721,719,721,True,True,True,15.3055915833,61.289516449,62.5588951111,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
475,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|719|722,719,722,True,True,True,13.8563890457,61.289516449,66.468460083,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
476,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|719|723,719,723,True,True,True,0.5835866928,61.289516449,70.0626068115,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
477,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|719|724,719,724,True,True,True,0.3110566437,61.289516449,65.4395751953,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
478,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|719|725,719,725,True,True,True,2.5214676857,61.289516449,59.4138946533,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
479,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|719|726,719,726,True,True,True,1.361790061,61.289516449,62.0318717957,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
480,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|719|727,719,727,True,True,True,1.2107741833,61.289516449,65.9275283813,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
481,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|722|732,722,732,True,True,True,12.6464672089,72.3034667969,69.6080474854,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
482,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|723|730,723,730,True,True,True,0.5798549056,71.7787628174,71.0615692139,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
483,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|723|732,723,732,True,True,True,1.1496204138,71.7787628174,69.6080474854,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
484,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|723|734,723,734,True,True,True,0.1596542597,76.534942627,86.552192688,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
485,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|726|736,726,736,True,True,True,0.4771163464,70.21068573,75.7361602783,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
486,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|726|737,726,737,True,True,True,0.4207674861,70.21068573,72.4141540527,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
487,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|726|738,726,738,True,True,True,12.5962924957,70.21068573,101.2679977417,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
488,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|726|739,726,739,True,True,True,0.1052488163,71.0446929932,73.1237487793,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
489,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|726|740,726,740,True,True,True,1.8347417116,71.0446929932,113.3421783447,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
490,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|726|741,726,741,True,True,True,3.0455474854,72.7033691406,103.1880569458,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
491,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|726|742,726,742,True,True,True,0.3920455277,72.7033691406,91.1925506592,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
492,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|726|743,726,743,True,True,True,0.2163028568,73.7698440552,77.6838607788,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
493,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|730|732,730,732,True,True,True,0.4021688104,71.2862548828,69.6080474854,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
494,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|732|737,732,737,True,True,True,1.2697200775,89.6318283081,72.4141540527,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
495,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|732|742,732,742,True,True,True,0.6324279904,102.9442520142,91.1925506592,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
496,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|732|743,732,743,True,True,True,0.7914715409,102.9442520142,77.6838607788,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
497,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|732|754,732,754,True,True,True,0.9754990339,127.9895401001,77.6158599854,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
498,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|732|758,732,758,True,True,True,1.1518958807,127.9895401001,78.5927810669,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
499,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|733|737,733,737,True,True,True,1.0340321064,95.2802047729,72.4141540527,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
500,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|733|741,733,741,True,True,True,2.0665707588,103.7151870728,103.1880569458,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
501,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|733|759,733,759,True,True,True,0.0793841854,139.4644775391,171.3585357666,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
502,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|734|737,734,737,True,True,True,1.7761620283,100.0896759033,72.4141540527,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
503,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|734|754,734,754,True,True,True,0.6803811193,130.9201660156,77.6158599854,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
504,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|737|747,737,747,True,True,True,1.827147603,68.7823944092,51.4759483337,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
505,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|737|756,737,756,True,True,True,0.2881488502,67.0138931274,62.918838501,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
506,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|737|757,737,757,True,True,True,1.092118144,67.0138931274,80.414680481,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
507,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|739|748,739,748,True,True,True,1.6716865301,74.4254684448,93.9941482544,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
508,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|739|749,739,749,True,True,True,0.9260863066,74.4254684448,50.1002883911,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
509,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|739|750,739,750,True,True,True,0.2280547768,74.4254684448,65.3579864502,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
510,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|739|751,739,751,True,True,True,1.8613535166,74.4254684448,120.503074646,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
511,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|739|752,739,752,True,True,True,1.0140351057,74.1189346313,114.6932067871,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
512,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|740|765,740,765,True,True,True,0.0558822639,200.695602417,235.8560333252,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
513,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|742|744,742,744,True,True,True,0.5011549592,89.7224273682,108.4097900391,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
514,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|742|746,742,746,True,True,True,1.5632088184,89.2666091919,55.9168586731,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
515,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|742|748,742,748,True,True,True,1.2260905504,89.2666091919,93.9941482544,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
516,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|742|750,742,750,True,True,True,0.1665724665,89.2666091919,65.3579864502,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
517,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|742|751,742,751,True,True,True,1.4777513742,89.2666091919,120.503074646,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
518,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|742|752,742,752,True,True,True,0.9281546474,89.2666091919,114.6932067871,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
519,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|742|753,742,753,True,True,True,0.8827877045,89.2666091919,83.5555343628,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
520,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|744|745,744,745,True,True,True,0.5622748137,108.8403167725,75.5336303711,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
521,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|744|748,744,748,True,True,True,1.0544105768,108.8403167725,93.9941482544,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
522,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|744|750,744,750,True,True,True,0.6105743647,108.8403167725,65.3579864502,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
523,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|744|753,744,753,True,True,True,0.556673646,112.0944824219,83.5555343628,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
524,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|750|758,750,758,True,True,True,1.3331383467,65.3694915771,78.5927810669,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
525,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|751|765,751,765,True,True,True,0.0834259018,189.6362304688,235.8560333252,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
526,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|751|769,751,769,True,True,True,1.2878400087,189.6362304688,138.5280761719,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
527,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|753|767,753,767,True,True,True,0.0527992696,99.1998901367,104.0917205811,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
528,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|753|768,753,768,True,True,True,2.4254159927,100.2727508545,157.3761901855,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
529,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|757|775,757,775,True,True,True,0.4172225595,124.1209640503,159.0845489502,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
530,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|757|776,757,776,True,True,True,1.9288117886,124.1209640503,121.7391586304,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
531,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|763|775,763,775,True,True,True,0.2020575106,133.5825042725,159.0845489502,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
532,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|764|772,764,772,True,True,True,3.1069822311,106.196723938,67.7627182007,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
533,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|764|774,764,774,True,True,True,0.3522851169,106.196723938,112.685295105,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
534,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|764|775,764,775,True,True,True,0.9519129395,112.4821777344,159.0845489502,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
535,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|764|776,764,776,True,True,True,2.5867564678,112.4821777344,121.7391586304,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
536,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|764|779,764,779,True,True,True,1.1045645475,114.725112915,132.2170410156,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
537,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|767|778,767,778,True,True,True,1.4711476564,127.1891403198,125.6496200562,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
538,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|767|779,767,779,True,True,True,2.1463525295,127.1891403198,132.2170410156,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
539,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|796|797,796,797,True,True,True,11.6313924789,43.8828544617,53.0886154175,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
2224,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,1.4491539001,111.0145645142,101.9381103516,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2225,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,1.4836844206,44.0342979431,53.2349052429,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2226,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,3.3274166584,92.0995025635,101.9381103516,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2227,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,2.2179925442,85.2696151733,101.9381103516,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2228,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,0.0808321759,70.0297775269,77.2881774902,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2229,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,7.5830287933,105.2901535034,77.2881774902,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2230,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,0.7770910859,85.6669692993,101.9381103516,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2231,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,6.192882061,85.6669692993,77.2881774902,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2232,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,5.5351681709,118.6987686157,77.2881774902,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2233,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,0.3978558481,62.262046814,77.2881774902,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2234,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,4.020409584,105.0317306519,77.2881774902,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2235,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,3.5725011826,92.9127655029,68.5625686646,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2236,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,8.1288499832,98.0096359253,103.2419662476,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2237,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,5.3697524071,110.6316375732,103.2419662476,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2238,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,0.5539581776,59.5928573608,53.2349052429,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2239,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,5.6553297043,101.2962493896,103.2419662476,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2240,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,0.414853245,81.1895217896,53.2349052429,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2241,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,10.4866514206,109.6608505249,107.974357605,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2242,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,5.529047966,70.2538833618,53.2349052429,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2243,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,5.8448944092,107.0358428955,107.974357605,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2244,unemitted,MOT17-02-SDP,,-1,-1,True,True,True,0.7583398223,82.5518035889,107.974357605,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2245,unemitted,MOT17-04-SDP,,-1,-1,True,True,True,0.4241725504,172.6764221191,171.6009979248,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2246,unemitted,MOT17-04-SDP,,-1,-1,True,True,True,0.6725903749,167.2627868652,171.6009979248,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2247,unemitted,MOT17-04-SDP,,-1,-1,True,True,True,9.5394620895,188.9275512695,172.8322296143,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2248,unemitted,MOT17-04-SDP,,-1,-1,True,True,True,0.1194064468,173.6979217529,173.2492370605,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2249,unemitted,MOT17-04-SDP,,-1,-1,True,True,True,6.8033766747,173.8283996582,128.9792022705,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2250,unemitted,MOT17-04-SDP,,-1,-1,True,True,True,6.9207158089,173.8618927002,127.6387252808,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2251,unemitted,MOT17-04-SDP,,-1,-1,True,True,True,5.0569376945,197.3174438477,173.2492370605,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2252,unemitted,MOT17-04-SDP,,-1,-1,True,True,True,7.43060112,187.6008300781,128.9792022705,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
2253,unemitted,MOT17-04-SDP,,-1,-1,True,True,True,7.4519529343,187.6008300781,127.6387252808,absent,False,structurally unjoinable,unresolved_global_identity_no_local_id_fallback
